"","Year","Branch","Average","lag","value","all_pres"
"992",1985,"Congress (Both Chambers)",3.6,"1","Split","Reagan"
"993",1985,"Congress (Both Chambers)",3.6,"2","Split","Reagan"
"994",1985,"Congress (Both Chambers)",3.6,"3","Split","Reagan"
"995",1985,"Congress (Both Chambers)",3.6,"4","Split","Reagan"
"996",1985,"Congress (Both Chambers)",3.6,"5","Democrat","Reagan"
"997",1985,"Congress (Both Chambers)",3.6,"6","Democrat","Reagan"
"998",1985,"Congress (Both Chambers)",3.6,"7","Democrat","Reagan"
"999",1985,"Congress (Both Chambers)",3.6,"8","Democrat","Reagan"
"1000",1985,"Congress (Both Chambers)",3.6,"9","Democrat","Reagan"
"1001",1985,"Congress (Both Chambers)",3.6,"10","Democrat","Reagan"
"1002",1985,"Presidency",3.6,"0","Republican","Reagan"
"1003",1985,"Presidency",3.6,"1","Republican","Reagan"
"1004",1985,"Presidency",3.6,"2","Republican","Reagan"
"1005",1985,"Presidency",3.6,"3","Republican","Reagan"
"1006",1985,"Presidency",3.6,"4","Republican","Reagan"
"1007",1985,"Presidency",3.6,"5","Democrat","Reagan"
"1008",1985,"Presidency",3.6,"6","Democrat","Reagan"
"1009",1985,"Presidency",3.6,"7","Democrat","Reagan"
"1010",1985,"Presidency",3.6,"8","Democrat","Reagan"
"1011",1985,"Presidency",3.6,"9","Republican","Reagan"
"1012",1985,"Presidency",3.6,"10","Republican","Reagan"
"1013",1986,"House of Representatives",1.9,"0","Democrat","Reagan"
"1014",1986,"House of Representatives",1.9,"1","Democrat","Reagan"
"1015",1986,"House of Representatives",1.9,"2","Democrat","Reagan"
"1016",1986,"House of Representatives",1.9,"3","Democrat","Reagan"
"1017",1986,"House of Representatives",1.9,"4","Democrat","Reagan"
"1018",1986,"House of Representatives",1.9,"5","Democrat","Reagan"
"1019",1986,"House of Representatives",1.9,"6","Democrat","Reagan"
"1020",1986,"House of Representatives",1.9,"7","Democrat","Reagan"
"1021",1986,"House of Representatives",1.9,"8","Democrat","Reagan"
"1022",1986,"House of Representatives",1.9,"9","Democrat","Reagan"
"1023",1986,"House of Representatives",1.9,"10","Democrat","Reagan"
"1024",1986,"Senate",1.9,"0","Republican","Reagan"
"1025",1986,"Senate",1.9,"1","Republican","Reagan"
"1026",1986,"Senate",1.9,"2","Republican","Reagan"
"1027",1986,"Senate",1.9,"3","Republican","Reagan"
"1028",1986,"Senate",1.9,"4","Republican","Reagan"
"1029",1986,"Senate",1.9,"5","Republican","Reagan"
"1030",1986,"Senate",1.9,"6","Democrat","Reagan"
"1031",1986,"Senate",1.9,"7","Democrat","Reagan"
"1032",1986,"Senate",1.9,"8","Democrat","Reagan"
"1033",1986,"Senate",1.9,"9","Democrat","Reagan"
"1034",1986,"Senate",1.9,"10","Democrat","Reagan"
"1035",1986,"Congress (Both Chambers)",1.9,"0","Split","Reagan"
"1036",1986,"Congress (Both Chambers)",1.9,"1","Split","Reagan"
"1037",1986,"Congress (Both Chambers)",1.9,"2","Split","Reagan"
"1038",1986,"Congress (Both Chambers)",1.9,"3","Split","Reagan"
"1039",1986,"Congress (Both Chambers)",1.9,"4","Split","Reagan"
"1040",1986,"Congress (Both Chambers)",1.9,"5","Split","Reagan"
"1041",1986,"Congress (Both Chambers)",1.9,"6","Democrat","Reagan"
"1042",1986,"Congress (Both Chambers)",1.9,"7","Democrat","Reagan"
"1043",1986,"Congress (Both Chambers)",1.9,"8","Democrat","Reagan"
"1044",1986,"Congress (Both Chambers)",1.9,"9","Democrat","Reagan"
"1045",1986,"Congress (Both Chambers)",1.9,"10","Democrat","Reagan"
"1046",1986,"Presidency",1.9,"0","Republican","Reagan"
"1047",1986,"Presidency",1.9,"1","Republican","Reagan"
"1048",1986,"Presidency",1.9,"2","Republican","Reagan"
"1049",1986,"Presidency",1.9,"3","Republican","Reagan"
"1050",1986,"Presidency",1.9,"4","Republican","Reagan"
"1051",1986,"Presidency",1.9,"5","Republican","Reagan"
"1052",1986,"Presidency",1.9,"6","Democrat","Reagan"
"1053",1986,"Presidency",1.9,"7","Democrat","Reagan"
"1054",1986,"Presidency",1.9,"8","Democrat","Reagan"
"1055",1986,"Presidency",1.9,"9","Democrat","Reagan"
"1056",1986,"Presidency",1.9,"10","Republican","Reagan"
"1057",1987,"House of Representatives",3.6,"0","Democrat","Reagan"
"1058",1987,"House of Representatives",3.6,"1","Democrat","Reagan"
"1059",1987,"House of Representatives",3.6,"2","Democrat","Reagan"
"1060",1987,"House of Representatives",3.6,"3","Democrat","Reagan"
"1061",1987,"House of Representatives",3.6,"4","Democrat","Reagan"
"1062",1987,"House of Representatives",3.6,"5","Democrat","Reagan"
"1063",1987,"House of Representatives",3.6,"6","Democrat","Reagan"
"1064",1987,"House of Representatives",3.6,"7","Democrat","Reagan"
"1065",1987,"House of Representatives",3.6,"8","Democrat","Reagan"
"1066",1987,"House of Representatives",3.6,"9","Democrat","Reagan"
"1067",1987,"House of Representatives",3.6,"10","Democrat","Reagan"
"1068",1987,"Senate",3.6,"0","Democrat","Reagan"
"1069",1987,"Senate",3.6,"1","Republican","Reagan"
"1070",1987,"Senate",3.6,"2","Republican","Reagan"
"1071",1987,"Senate",3.6,"3","Republican","Reagan"
"1072",1987,"Senate",3.6,"4","Republican","Reagan"
"1073",1987,"Senate",3.6,"5","Republican","Reagan"
"1074",1987,"Senate",3.6,"6","Republican","Reagan"
"1075",1987,"Senate",3.6,"7","Democrat","Reagan"
"1076",1987,"Senate",3.6,"8","Democrat","Reagan"
"1077",1987,"Senate",3.6,"9","Democrat","Reagan"
"1078",1987,"Senate",3.6,"10","Democrat","Reagan"
"1079",1987,"Congress (Both Chambers)",3.6,"0","Democrat","Reagan"
"1080",1987,"Congress (Both Chambers)",3.6,"1","Split","Reagan"
"1081",1987,"Congress (Both Chambers)",3.6,"2","Split","Reagan"
"1082",1987,"Congress (Both Chambers)",3.6,"3","Split","Reagan"
"1083",1987,"Congress (Both Chambers)",3.6,"4","Split","Reagan"
"1084",1987,"Congress (Both Chambers)",3.6,"5","Split","Reagan"
"1085",1987,"Congress (Both Chambers)",3.6,"6","Split","Reagan"
"1086",1987,"Congress (Both Chambers)",3.6,"7","Democrat","Reagan"
"1087",1987,"Congress (Both Chambers)",3.6,"8","Democrat","Reagan"
"1088",1987,"Congress (Both Chambers)",3.6,"9","Democrat","Reagan"
"1089",1987,"Congress (Both Chambers)",3.6,"10","Democrat","Reagan"
"1090",1987,"Presidency",3.6,"0","Republican","Reagan"
"1091",1987,"Presidency",3.6,"1","Republican","Reagan"
"1092",1987,"Presidency",3.6,"2","Republican","Reagan"
"1093",1987,"Presidency",3.6,"3","Republican","Reagan"
"1094",1987,"Presidency",3.6,"4","Republican","Reagan"
"1095",1987,"Presidency",3.6,"5","Republican","Reagan"
"1096",1987,"Presidency",3.6,"6","Republican","Reagan"
"1097",1987,"Presidency",3.6,"7","Democrat","Reagan"
"1098",1987,"Presidency",3.6,"8","Democrat","Reagan"
"1099",1987,"Presidency",3.6,"9","Democrat","Reagan"
"1100",1987,"Presidency",3.6,"10","Democrat","Reagan"
"1101",1988,"House of Representatives",4.1,"0","Democrat","Reagan"
"1102",1988,"House of Representatives",4.1,"1","Democrat","Reagan"
"1103",1988,"House of Representatives",4.1,"2","Democrat","Reagan"
"1104",1988,"House of Representatives",4.1,"3","Democrat","Reagan"
"1105",1988,"House of Representatives",4.1,"4","Democrat","Reagan"
"1106",1988,"House of Representatives",4.1,"5","Democrat","Reagan"
"1107",1988,"House of Representatives",4.1,"6","Democrat","Reagan"
"1108",1988,"House of Representatives",4.1,"7","Democrat","Reagan"
"1109",1988,"House of Representatives",4.1,"8","Democrat","Reagan"
"1110",1988,"House of Representatives",4.1,"9","Democrat","Reagan"
"1111",1988,"House of Representatives",4.1,"10","Democrat","Reagan"
"1112",1988,"Senate",4.1,"0","Democrat","Reagan"
"1113",1988,"Senate",4.1,"1","Democrat","Reagan"
"1114",1988,"Senate",4.1,"2","Republican","Reagan"
"1115",1988,"Senate",4.1,"3","Republican","Reagan"
"1116",1988,"Senate",4.1,"4","Republican","Reagan"
"1117",1988,"Senate",4.1,"5","Republican","Reagan"
"1118",1988,"Senate",4.1,"6","Republican","Reagan"
"1119",1988,"Senate",4.1,"7","Republican","Reagan"
"1120",1988,"Senate",4.1,"8","Democrat","Reagan"
"1121",1988,"Senate",4.1,"9","Democrat","Reagan"
"1122",1988,"Senate",4.1,"10","Democrat","Reagan"
"1123",1988,"Congress (Both Chambers)",4.1,"0","Democrat","Reagan"
"1124",1988,"Congress (Both Chambers)",4.1,"1","Democrat","Reagan"
"1125",1988,"Congress (Both Chambers)",4.1,"2","Split","Reagan"
"1126",1988,"Congress (Both Chambers)",4.1,"3","Split","Reagan"
"1127",1988,"Congress (Both Chambers)",4.1,"4","Split","Reagan"
"1128",1988,"Congress (Both Chambers)",4.1,"5","Split","Reagan"
"1129",1988,"Congress (Both Chambers)",4.1,"6","Split","Reagan"
"1130",1988,"Congress (Both Chambers)",4.1,"7","Split","Reagan"
"1131",1988,"Congress (Both Chambers)",4.1,"8","Democrat","Reagan"
"1132",1988,"Congress (Both Chambers)",4.1,"9","Democrat","Reagan"
"1133",1988,"Congress (Both Chambers)",4.1,"10","Democrat","Reagan"
"1134",1988,"Presidency",4.1,"0","Republican","Reagan"
"1135",1988,"Presidency",4.1,"1","Republican","Reagan"
"1136",1988,"Presidency",4.1,"2","Republican","Reagan"
"1137",1988,"Presidency",4.1,"3","Republican","Reagan"
"1138",1988,"Presidency",4.1,"4","Republican","Reagan"
"1139",1988,"Presidency",4.1,"5","Republican","Reagan"
"1140",1988,"Presidency",4.1,"6","Republican","Reagan"
"1141",1988,"Presidency",4.1,"7","Republican","Reagan"
"1142",1988,"Presidency",4.1,"8","Democrat","Reagan"
"1143",1988,"Presidency",4.1,"9","Democrat","Reagan"
"1144",1988,"Presidency",4.1,"10","Democrat","Reagan"
"1145",1989,"House of Representatives",4.8,"0","Democrat","G.H.W. Bush"
"1146",1989,"House of Representatives",4.8,"1","Democrat","G.H.W. Bush"
"1147",1989,"House of Representatives",4.8,"2","Democrat","G.H.W. Bush"
"1148",1989,"House of Representatives",4.8,"3","Democrat","G.H.W. Bush"
"1149",1989,"House of Representatives",4.8,"4","Democrat","G.H.W. Bush"
"1150",1989,"House of Representatives",4.8,"5","Democrat","G.H.W. Bush"
"1151",1989,"House of Representatives",4.8,"6","Democrat","G.H.W. Bush"
"1152",1989,"House of Representatives",4.8,"7","Democrat","G.H.W. Bush"
"1153",1989,"House of Representatives",4.8,"8","Democrat","G.H.W. Bush"
"1154",1989,"House of Representatives",4.8,"9","Democrat","G.H.W. Bush"
"1155",1989,"House of Representatives",4.8,"10","Democrat","G.H.W. Bush"
"1156",1989,"Senate",4.8,"0","Democrat","G.H.W. Bush"
"1157",1989,"Senate",4.8,"1","Democrat","G.H.W. Bush"
"1158",1989,"Senate",4.8,"2","Democrat","G.H.W. Bush"
"1159",1989,"Senate",4.8,"3","Republican","G.H.W. Bush"
"1160",1989,"Senate",4.8,"4","Republican","G.H.W. Bush"
"1161",1989,"Senate",4.8,"5","Republican","G.H.W. Bush"
"1162",1989,"Senate",4.8,"6","Republican","G.H.W. Bush"
"1163",1989,"Senate",4.8,"7","Republican","G.H.W. Bush"
"1164",1989,"Senate",4.8,"8","Republican","G.H.W. Bush"
"1165",1989,"Senate",4.8,"9","Democrat","G.H.W. Bush"
"1166",1989,"Senate",4.8,"10","Democrat","G.H.W. Bush"
"1167",1989,"Congress (Both Chambers)",4.8,"0","Democrat","G.H.W. Bush"
"1168",1989,"Congress (Both Chambers)",4.8,"1","Democrat","G.H.W. Bush"
"1169",1989,"Congress (Both Chambers)",4.8,"2","Democrat","G.H.W. Bush"
"1170",1989,"Congress (Both Chambers)",4.8,"3","Split","G.H.W. Bush"
"1171",1989,"Congress (Both Chambers)",4.8,"4","Split","G.H.W. Bush"
"1172",1989,"Congress (Both Chambers)",4.8,"5","Split","G.H.W. Bush"
"1173",1989,"Congress (Both Chambers)",4.8,"6","Split","G.H.W. Bush"
"1174",1989,"Congress (Both Chambers)",4.8,"7","Split","G.H.W. Bush"
"1175",1989,"Congress (Both Chambers)",4.8,"8","Split","G.H.W. Bush"
"1176",1989,"Congress (Both Chambers)",4.8,"9","Democrat","G.H.W. Bush"
"1177",1989,"Congress (Both Chambers)",4.8,"10","Democrat","G.H.W. Bush"
"1178",1989,"Presidency",4.8,"0","Republican","G.H.W. Bush"
"1179",1989,"Presidency",4.8,"1","Republican","G.H.W. Bush"
"1180",1989,"Presidency",4.8,"2","Republican","G.H.W. Bush"
"1181",1989,"Presidency",4.8,"3","Republican","G.H.W. Bush"
"1182",1989,"Presidency",4.8,"4","Republican","G.H.W. Bush"
"1183",1989,"Presidency",4.8,"5","Republican","G.H.W. Bush"
"1184",1989,"Presidency",4.8,"6","Republican","G.H.W. Bush"
"1185",1989,"Presidency",4.8,"7","Republican","G.H.W. Bush"
"1186",1989,"Presidency",4.8,"8","Republican","G.H.W. Bush"
"1187",1989,"Presidency",4.8,"9","Democrat","G.H.W. Bush"
"1188",1989,"Presidency",4.8,"10","Democrat","G.H.W. Bush"
"1189",1990,"House of Representatives",5.4,"0","Democrat","G.H.W. Bush"
"1190",1990,"House of Representatives",5.4,"1","Democrat","G.H.W. Bush"
"1191",1990,"House of Representatives",5.4,"2","Democrat","G.H.W. Bush"
"1192",1990,"House of Representatives",5.4,"3","Democrat","G.H.W. Bush"
"1193",1990,"House of Representatives",5.4,"4","Democrat","G.H.W. Bush"
"1194",1990,"House of Representatives",5.4,"5","Democrat","G.H.W. Bush"
"1195",1990,"House of Representatives",5.4,"6","Democrat","G.H.W. Bush"
"1196",1990,"House of Representatives",5.4,"7","Democrat","G.H.W. Bush"
"1197",1990,"House of Representatives",5.4,"8","Democrat","G.H.W. Bush"
"1198",1990,"House of Representatives",5.4,"9","Democrat","G.H.W. Bush"
"1199",1990,"House of Representatives",5.4,"10","Democrat","G.H.W. Bush"
"1200",1990,"Senate",5.4,"0","Democrat","G.H.W. Bush"
"1201",1990,"Senate",5.4,"1","Democrat","G.H.W. Bush"
"1202",1990,"Senate",5.4,"2","Democrat","G.H.W. Bush"
"1203",1990,"Senate",5.4,"3","Democrat","G.H.W. Bush"
"1204",1990,"Senate",5.4,"4","Republican","G.H.W. Bush"
"1205",1990,"Senate",5.4,"5","Republican","G.H.W. Bush"
"1206",1990,"Senate",5.4,"6","Republican","G.H.W. Bush"
"1207",1990,"Senate",5.4,"7","Republican","G.H.W. Bush"
"1208",1990,"Senate",5.4,"8","Republican","G.H.W. Bush"
"1209",1990,"Senate",5.4,"9","Republican","G.H.W. Bush"
"1210",1990,"Senate",5.4,"10","Democrat","G.H.W. Bush"
"1211",1990,"Congress (Both Chambers)",5.4,"0","Democrat","G.H.W. Bush"
"1212",1990,"Congress (Both Chambers)",5.4,"1","Democrat","G.H.W. Bush"
"1213",1990,"Congress (Both Chambers)",5.4,"2","Democrat","G.H.W. Bush"
"1214",1990,"Congress (Both Chambers)",5.4,"3","Democrat","G.H.W. Bush"
"1215",1990,"Congress (Both Chambers)",5.4,"4","Split","G.H.W. Bush"
"1216",1990,"Congress (Both Chambers)",5.4,"5","Split","G.H.W. Bush"
"1217",1990,"Congress (Both Chambers)",5.4,"6","Split","G.H.W. Bush"
"1218",1990,"Congress (Both Chambers)",5.4,"7","Split","G.H.W. Bush"
"1219",1990,"Congress (Both Chambers)",5.4,"8","Split","G.H.W. Bush"
"1220",1990,"Congress (Both Chambers)",5.4,"9","Split","G.H.W. Bush"
"1221",1990,"Congress (Both Chambers)",5.4,"10","Democrat","G.H.W. Bush"
"1222",1990,"Presidency",5.4,"0","Republican","G.H.W. Bush"
"1223",1990,"Presidency",5.4,"1","Republican","G.H.W. Bush"
"1224",1990,"Presidency",5.4,"2","Republican","G.H.W. Bush"
"1225",1990,"Presidency",5.4,"3","Republican","G.H.W. Bush"
"1226",1990,"Presidency",5.4,"4","Republican","G.H.W. Bush"
"1227",1990,"Presidency",5.4,"5","Republican","G.H.W. Bush"
"1228",1990,"Presidency",5.4,"6","Republican","G.H.W. Bush"
"1229",1990,"Presidency",5.4,"7","Republican","G.H.W. Bush"
"1230",1990,"Presidency",5.4,"8","Republican","G.H.W. Bush"
"1231",1990,"Presidency",5.4,"9","Republican","G.H.W. Bush"
"1232",1990,"Presidency",5.4,"10","Democrat","G.H.W. Bush"
"1233",1991,"House of Representatives",4.2,"0","Democrat","G.H.W. Bush"
"1234",1991,"House of Representatives",4.2,"1","Democrat","G.H.W. Bush"
"1235",1991,"House of Representatives",4.2,"2","Democrat","G.H.W. Bush"
"1236",1991,"House of Representatives",4.2,"3","Democrat","G.H.W. Bush"
"1237",1991,"House of Representatives",4.2,"4","Democrat","G.H.W. Bush"
"1238",1991,"House of Representatives",4.2,"5","Democrat","G.H.W. Bush"
"1239",1991,"House of Representatives",4.2,"6","Democrat","G.H.W. Bush"
"1240",1991,"House of Representatives",4.2,"7","Democrat","G.H.W. Bush"
"1241",1991,"House of Representatives",4.2,"8","Democrat","G.H.W. Bush"
"1242",1991,"House of Representatives",4.2,"9","Democrat","G.H.W. Bush"
"1243",1991,"House of Representatives",4.2,"10","Democrat","G.H.W. Bush"
"1244",1991,"Senate",4.2,"0","Democrat","G.H.W. Bush"
"1245",1991,"Senate",4.2,"1","Democrat","G.H.W. Bush"
"1246",1991,"Senate",4.2,"2","Democrat","G.H.W. Bush"
"1247",1991,"Senate",4.2,"3","Democrat","G.H.W. Bush"
"1248",1991,"Senate",4.2,"4","Democrat","G.H.W. Bush"
"1249",1991,"Senate",4.2,"5","Republican","G.H.W. Bush"
"1250",1991,"Senate",4.2,"6","Republican","G.H.W. Bush"
"1251",1991,"Senate",4.2,"7","Republican","G.H.W. Bush"
"1252",1991,"Senate",4.2,"8","Republican","G.H.W. Bush"
"1253",1991,"Senate",4.2,"9","Republican","G.H.W. Bush"
"1254",1991,"Senate",4.2,"10","Republican","G.H.W. Bush"
"1255",1991,"Congress (Both Chambers)",4.2,"0","Democrat","G.H.W. Bush"
"1256",1991,"Congress (Both Chambers)",4.2,"1","Democrat","G.H.W. Bush"
"1257",1991,"Congress (Both Chambers)",4.2,"2","Democrat","G.H.W. Bush"
"1258",1991,"Congress (Both Chambers)",4.2,"3","Democrat","G.H.W. Bush"
"1259",1991,"Congress (Both Chambers)",4.2,"4","Democrat","G.H.W. Bush"
"1260",1991,"Congress (Both Chambers)",4.2,"5","Split","G.H.W. Bush"
"1261",1991,"Congress (Both Chambers)",4.2,"6","Split","G.H.W. Bush"
"1262",1991,"Congress (Both Chambers)",4.2,"7","Split","G.H.W. Bush"
"1263",1991,"Congress (Both Chambers)",4.2,"8","Split","G.H.W. Bush"
"1264",1991,"Congress (Both Chambers)",4.2,"9","Split","G.H.W. Bush"
"1265",1991,"Congress (Both Chambers)",4.2,"10","Split","G.H.W. Bush"
"1266",1991,"Presidency",4.2,"0","Republican","G.H.W. Bush"
"1267",1991,"Presidency",4.2,"1","Republican","G.H.W. Bush"
"1268",1991,"Presidency",4.2,"2","Republican","G.H.W. Bush"
"1269",1991,"Presidency",4.2,"3","Republican","G.H.W. Bush"
"1270",1991,"Presidency",4.2,"4","Republican","G.H.W. Bush"
"1271",1991,"Presidency",4.2,"5","Republican","G.H.W. Bush"
"1272",1991,"Presidency",4.2,"6","Republican","G.H.W. Bush"
"1273",1991,"Presidency",4.2,"7","Republican","G.H.W. Bush"
"1274",1991,"Presidency",4.2,"8","Republican","G.H.W. Bush"
"1275",1991,"Presidency",4.2,"9","Republican","G.H.W. Bush"
"1276",1991,"Presidency",4.2,"10","Republican","G.H.W. Bush"
"1277",1992,"House of Representatives",3,"0","Democrat","G.H.W. Bush"
"1278",1992,"House of Representatives",3,"1","Democrat","G.H.W. Bush"
"1279",1992,"House of Representatives",3,"2","Democrat","G.H.W. Bush"
"1280",1992,"House of Representatives",3,"3","Democrat","G.H.W. Bush"
"1281",1992,"House of Representatives",3,"4","Democrat","G.H.W. Bush"
"1282",1992,"House of Representatives",3,"5","Democrat","G.H.W. Bush"
"1283",1992,"House of Representatives",3,"6","Democrat","G.H.W. Bush"
"1284",1992,"House of Representatives",3,"7","Democrat","G.H.W. Bush"
"1285",1992,"House of Representatives",3,"8","Democrat","G.H.W. Bush"
"1286",1992,"House of Representatives",3,"9","Democrat","G.H.W. Bush"
"1287",1992,"House of Representatives",3,"10","Democrat","G.H.W. Bush"
"1288",1992,"Senate",3,"0","Democrat","G.H.W. Bush"
"1289",1992,"Senate",3,"1","Democrat","G.H.W. Bush"
"1290",1992,"Senate",3,"2","Democrat","G.H.W. Bush"
"1291",1992,"Senate",3,"3","Democrat","G.H.W. Bush"
"1292",1992,"Senate",3,"4","Democrat","G.H.W. Bush"
"1293",1992,"Senate",3,"5","Democrat","G.H.W. Bush"
"1294",1992,"Senate",3,"6","Republican","G.H.W. Bush"
"1295",1992,"Senate",3,"7","Republican","G.H.W. Bush"
"1296",1992,"Senate",3,"8","Republican","G.H.W. Bush"
"1297",1992,"Senate",3,"9","Republican","G.H.W. Bush"
"1298",1992,"Senate",3,"10","Republican","G.H.W. Bush"
"1299",1992,"Congress (Both Chambers)",3,"0","Democrat","G.H.W. Bush"
"1300",1992,"Congress (Both Chambers)",3,"1","Democrat","G.H.W. Bush"
"1301",1992,"Congress (Both Chambers)",3,"2","Democrat","G.H.W. Bush"
"1302",1992,"Congress (Both Chambers)",3,"3","Democrat","G.H.W. Bush"
"1303",1992,"Congress (Both Chambers)",3,"4","Democrat","G.H.W. Bush"
"1304",1992,"Congress (Both Chambers)",3,"5","Democrat","G.H.W. Bush"
"1305",1992,"Congress (Both Chambers)",3,"6","Split","G.H.W. Bush"
"1306",1992,"Congress (Both Chambers)",3,"7","Split","G.H.W. Bush"
"1307",1992,"Congress (Both Chambers)",3,"8","Split","G.H.W. Bush"
"1308",1992,"Congress (Both Chambers)",3,"9","Split","G.H.W. Bush"
"1309",1992,"Congress (Both Chambers)",3,"10","Split","G.H.W. Bush"
"1310",1992,"Presidency",3,"0","Republican","G.H.W. Bush"
"1311",1992,"Presidency",3,"1","Republican","G.H.W. Bush"
"1312",1992,"Presidency",3,"2","Republican","G.H.W. Bush"
"1313",1992,"Presidency",3,"3","Republican","G.H.W. Bush"
"1314",1992,"Presidency",3,"4","Republican","G.H.W. Bush"
"1315",1992,"Presidency",3,"5","Republican","G.H.W. Bush"
"1316",1992,"Presidency",3,"6","Republican","G.H.W. Bush"
"1317",1992,"Presidency",3,"7","Republican","G.H.W. Bush"
"1318",1992,"Presidency",3,"8","Republican","G.H.W. Bush"
"1319",1992,"Presidency",3,"9","Republican","G.H.W. Bush"
"1320",1992,"Presidency",3,"10","Republican","G.H.W. Bush"
"1321",1993,"House of Representatives",3,"0","Democrat","Clinton"
"1322",1993,"House of Representatives",3,"1","Democrat","Clinton"
"1323",1993,"House of Representatives",3,"2","Democrat","Clinton"
"1324",1993,"House of Representatives",3,"3","Democrat","Clinton"
"1325",1993,"House of Representatives",3,"4","Democrat","Clinton"
"1326",1993,"House of Representatives",3,"5","Democrat","Clinton"
"1327",1993,"House of Representatives",3,"6","Democrat","Clinton"
"1328",1993,"House of Representatives",3,"7","Democrat","Clinton"
"1329",1993,"House of Representatives",3,"8","Democrat","Clinton"
"1330",1993,"House of Representatives",3,"9","Democrat","Clinton"
"1331",1993,"House of Representatives",3,"10","Democrat","Clinton"
"1332",1993,"Senate",3,"0","Democrat","Clinton"
"1333",1993,"Senate",3,"1","Democrat","Clinton"
"1334",1993,"Senate",3,"2","Democrat","Clinton"
"1335",1993,"Senate",3,"3","Democrat","Clinton"
"1336",1993,"Senate",3,"4","Democrat","Clinton"
"1337",1993,"Senate",3,"5","Democrat","Clinton"
"1338",1993,"Senate",3,"6","Democrat","Clinton"
"1339",1993,"Senate",3,"7","Republican","Clinton"
"1340",1993,"Senate",3,"8","Republican","Clinton"
"1341",1993,"Senate",3,"9","Republican","Clinton"
"1342",1993,"Senate",3,"10","Republican","Clinton"
"1343",1993,"Congress (Both Chambers)",3,"0","Democrat","Clinton"
"1344",1993,"Congress (Both Chambers)",3,"1","Democrat","Clinton"
"1345",1993,"Congress (Both Chambers)",3,"2","Democrat","Clinton"
"1346",1993,"Congress (Both Chambers)",3,"3","Democrat","Clinton"
"1347",1993,"Congress (Both Chambers)",3,"4","Democrat","Clinton"
"1348",1993,"Congress (Both Chambers)",3,"5","Democrat","Clinton"
"1349",1993,"Congress (Both Chambers)",3,"6","Democrat","Clinton"
"1350",1993,"Congress (Both Chambers)",3,"7","Split","Clinton"
"1351",1993,"Congress (Both Chambers)",3,"8","Split","Clinton"
"1352",1993,"Congress (Both Chambers)",3,"9","Split","Clinton"
"1353",1993,"Congress (Both Chambers)",3,"10","Split","Clinton"
"1354",1993,"Presidency",3,"0","Democrat","Clinton"
"1355",1993,"Presidency",3,"1","Republican","Clinton"
"1356",1993,"Presidency",3,"2","Republican","Clinton"
"1357",1993,"Presidency",3,"3","Republican","Clinton"
"1358",1993,"Presidency",3,"4","Republican","Clinton"
"1359",1993,"Presidency",3,"5","Republican","Clinton"
"1360",1993,"Presidency",3,"6","Republican","Clinton"
"1361",1993,"Presidency",3,"7","Republican","Clinton"
"1362",1993,"Presidency",3,"8","Republican","Clinton"
"1363",1993,"Presidency",3,"9","Republican","Clinton"
"1364",1993,"Presidency",3,"10","Republican","Clinton"
"1365",1994,"House of Representatives",2.6,"0","Democrat","Clinton"
"1366",1994,"House of Representatives",2.6,"1","Democrat","Clinton"
"1367",1994,"House of Representatives",2.6,"2","Democrat","Clinton"
"1368",1994,"House of Representatives",2.6,"3","Democrat","Clinton"
"1369",1994,"House of Representatives",2.6,"4","Democrat","Clinton"
"1370",1994,"House of Representatives",2.6,"5","Democrat","Clinton"
"1371",1994,"House of Representatives",2.6,"6","Democrat","Clinton"
"1372",1994,"House of Representatives",2.6,"7","Democrat","Clinton"
"1373",1994,"House of Representatives",2.6,"8","Democrat","Clinton"
"1374",1994,"House of Representatives",2.6,"9","Democrat","Clinton"
"1375",1994,"House of Representatives",2.6,"10","Democrat","Clinton"
"1376",1994,"Senate",2.6,"0","Democrat","Clinton"
"1377",1994,"Senate",2.6,"1","Democrat","Clinton"
"1378",1994,"Senate",2.6,"2","Democrat","Clinton"
"1379",1994,"Senate",2.6,"3","Democrat","Clinton"
"1380",1994,"Senate",2.6,"4","Democrat","Clinton"
"1381",1994,"Senate",2.6,"5","Democrat","Clinton"
"1382",1994,"Senate",2.6,"6","Democrat","Clinton"
"1383",1994,"Senate",2.6,"7","Democrat","Clinton"
"1384",1994,"Senate",2.6,"8","Republican","Clinton"
"1385",1994,"Senate",2.6,"9","Republican","Clinton"
"1386",1994,"Senate",2.6,"10","Republican","Clinton"
"1387",1994,"Congress (Both Chambers)",2.6,"0","Democrat","Clinton"
"1388",1994,"Congress (Both Chambers)",2.6,"1","Democrat","Clinton"
"1389",1994,"Congress (Both Chambers)",2.6,"2","Democrat","Clinton"
"1390",1994,"Congress (Both Chambers)",2.6,"3","Democrat","Clinton"
"1391",1994,"Congress (Both Chambers)",2.6,"4","Democrat","Clinton"
"1392",1994,"Congress (Both Chambers)",2.6,"5","Democrat","Clinton"
"1393",1994,"Congress (Both Chambers)",2.6,"6","Democrat","Clinton"
"1394",1994,"Congress (Both Chambers)",2.6,"7","Democrat","Clinton"
"1395",1994,"Congress (Both Chambers)",2.6,"8","Split","Clinton"
"1396",1994,"Congress (Both Chambers)",2.6,"9","Split","Clinton"
"1397",1994,"Congress (Both Chambers)",2.6,"10","Split","Clinton"
"1398",1994,"Presidency",2.6,"0","Democrat","Clinton"
"1399",1994,"Presidency",2.6,"1","Democrat","Clinton"
